"Order ID","Product ID","Location ID","Sales Person ID","Customer ID","Purchase Date","Quantity","Price"
"AX10143","ENX2049","A127","EMP1035","C1258","1/22/2018","1","826"
"AX10146","ENX2009","A135","EMP1018","C1633","11/3/2018","1","584"
"AX10149","ENX2093","A119","EMP1007","C1666","1/22/2018","3","112"
"AX10154","ENX2075","A140","EMP1033","C1407","2/25/2018","1","400"
"AX10160","ENX2032","A128","EMP1014","C1293","4/26/2018","2","1967"
"AX10161","ENX2079","A107","EMP1034","C1266","6/9/2018","4","1725"
"AX10164","ENX2048","A134","EMP1010","C1285","6/4/2018","1","502"
"AX10165","ENX2025","A155","EMP1026","C1071","11/9/2018","1","667"
"AX10168","ENX2048","A161","EMP1018","C1469","1/21/2018","4","502"
"AX10174","ENX2033","A105","EMP1007","C1199","11/24/2018","4","2182"
"AX10175","ENX2054","A107","EMP1030","C1415","3/29/2018","3","127"
"AX10178","ENX2041","A100","EMP1030","C1690","1/20/2018","1","1380"
"AX10179","ENX2097","A139","EMP1025","C1650","10/12/2018","4","1052"
"AX10181","ENX2093","A140","EMP1017","C1658","1/14/2018","3","112"
"AX10185","ENX2048","A150","EMP1005","C1329","2/19/2018","2","502"
"AX10189","ENX2002","A111","EMP1030","C1590","9/2/2018","1","847"
"AX10190","ENX2034","A152","EMP1015","C1206","4/6/2018","2","871"
"AX10192","ENX2093","A168","EMP1016","C1251","11/4/2018","1","112"
"AX10193","ENX2054","A139","EMP1004","C1679","3/18/2018","2","127"
"AX10194","ENX2041","A106","EMP1005","C1417","3/24/2018","1","1380"
"AX10196","ENX2083","A129","EMP1008","C1141","7/4/2018","1","2141"
"AX10202","ENX2041","A107","EMP1032","C1663","8/15/2018","1","1380"
"AX10203","ENX2070","A143","EMP1014","C1112","8/10/2018","1","1671"
"AX10205","ENX2042","A168","EMP1040","C1306","2/6/2018","4","203"
"AX10206","ENX2054","A107","EMP1011","C1387","12/11/2018","1","127"
"AX10210","ENX2051","A164","EMP1028","C1781","5/20/2018","4","1077"
"AX10213","ENX2049","A120","EMP1013","C1338","5/7/2018","2","826"
"AX10215","ENX2089","A118","EMP1033","C1018","1/15/2018","2","2294"
"AX10216","ENX2037","A106","EMP1025","C1077","11/21/2018","4","880"
"AX10221","ENX2022","A121","EMP1019","C1705","6/30/2018","1","561"
"AX10222","ENX2059","A117","EMP1012","C1168","5/29/2018","1","1494"
"AX10223","ENX2036","A135","EMP1011","C1148","12/6/2018","1","1582"
"AX10226","ENX2019","A125","EMP1021","C1259","4/2/2018","1","800"
"AX10231","ENX2016","A163","EMP1013","C1465","7/22/2018","3","1351"
"AX10233","ENX2020","A155","EMP1043","C1387","1/17/2018","3","2005"
"AX10235","ENX2006","A124","EMP1037","C1083","10/25/2018","3","1826"
"AX10238","ENX2038","A105","EMP1004","C1780","6/21/2018","1","392"
"AX10242","ENX2017","A171","EMP1003","C1731","7/19/2018","1","35"
"AX10245","ENX2053","A145","EMP1036","C1431","5/18/2018","1","596"
"AX10246","ENX2056","A125","EMP1039","C1454","2/23/2018","1","1635"
"AX10247","ENX2021","A111","EMP1041","C1507","9/25/2018","3","217"
"AX10256","ENX2072","A125","EMP1029","C1310","3/22/2018","1","1887"
"AX10264","ENX2042","A161","EMP1022","C1715","3/18/2018","2","203"
"AX10266","ENX2027","A153","EMP1022","C1143","4/28/2018","1","2497"
"AX10271","ENX2065","A151","EMP1006","C1534","6/4/2018","1","2396"
"AX10274","ENX2018","A131","EMP1036","C1365","9/28/2018","1","1972"
"AX10278","ENX2054","A160","EMP1023","C1620","2/13/2018","1","127"
"AX10279","ENX2049","A140","EMP1001","C1434","6/9/2018","1","826"
"AX10280","ENX2098","A131","EMP1039","C1070","10/28/2018","2","1178"
"AX10283","ENX2039","A137","EMP1012","C1175","7/29/2018","1","817"
"AX10284","ENX2028","A116","EMP1019","C1715","10/8/2018","4","2283"
"AX10291","ENX2066","A127","EMP1024","C1499","4/18/2018","3","2091"
"AX10294","ENX2006","A121","EMP1012","C1443","1/26/2018","4","1826"
"AX10299","ENX2022","A143","EMP1022","C1304","8/16/2018","2","561"
"AX10301","ENX2079","A164","EMP1019","C1015","7/3/2018","2","1725"
"AX10305","ENX2080","A114","EMP1042","C1095","9/9/2018","3","2353"
"AX10306","ENX2032","A150","EMP1025","C1307","5/9/2018","1","1967"
"AX10314","ENX2096","A104","EMP1042","C1244","8/20/2018","3","1587"
"AX10319","ENX2016","A158","EMP1016","C1094","2/28/2018","1","1351"
"AX10320","ENX2016","A128","EMP1036","C1723","11/27/2018","2","1351"
"AX10326","ENX2085","A108","EMP1044","C1212","5/15/2018","4","1862"
"AX10328","ENX2018","A103","EMP1027","C1110","10/25/2018","3","1972"
"AX10336","ENX2088","A155","EMP1012","C1654","3/1/2018","4","603"
"AX10338","ENX2037","A129","EMP1007","C1383","7/2/2018","1","880"
"AX10340","ENX2086","A166","EMP1018","C1548","1/13/2018","4","123"
"AX10341","ENX2059","A155","EMP1039","C1035","9/30/2018","1","1494"
"AX10345","ENX2087","A152","EMP1034","C1288","11/3/2018","1","1022"
"AX10347","ENX2026","A101","EMP1015","C1304","4/18/2018","2","947"
"AX10348","ENX2018","A131","EMP1020","C1019","6/3/2018","2","1972"
"AX10352","ENX2084","A120","EMP1029","C1724","7/7/2018","2","1783"
"AX10353","ENX2028","A172","EMP1004","C1509","1/2/2018","1","2283"
"AX10356","ENX2081","A130","EMP1030","C1671","8/31/2018","3","1566"
"AX10358","ENX2044","A120","EMP1008","C1130","12/23/2018","1","886"
"AX10362","ENX2071","A169","EMP1019","C1322","2/4/2018","1","136"
"AX10363","ENX2031","A108","EMP1001","C1394","10/12/2018","1","1638"
"AX10364","ENX2080","A147","EMP1038","C1798","1/17/2018","3","2353"
"AX10365","ENX2015","A125","EMP1013","C1679","12/19/2018","1","637"
"AX10367","ENX2096","A113","EMP1008","C1751","12/31/2018","1","1587"
"AX10370","ENX2011","A132","EMP1017","C1419","9/9/2018","1","530"
"AX10372","ENX2063","A140","EMP1007","C1254","9/9/2018","3","1708"
"AX10373","ENX2060","A136","EMP1035","C1229","3/7/2018","4","1467"
"AX10377","ENX2086","A129","EMP1026","C1124","3/5/2018","2","123"
"AX10378","ENX2007","A120","EMP1019","C1174","12/19/2018","1","1405"
"AX10380","ENX2076","A110","EMP1035","C1062","9/11/2018","1","1522"
"AX10383","ENX2040","A141","EMP1024","C1085","11/20/2018","2","1889"
"AX10390","ENX2011","A151","EMP1006","C1422","2/16/2018","3","530"
"AX10395","ENX2085","A111","EMP1017","C1402","2/24/2018","1","1862"
"AX10396","ENX2044","A116","EMP1018","C1217","4/9/2018","1","886"
"AX10399","ENX2084","A103","EMP1012","C1539","1/12/2018","1","1783"
"AX10400","ENX2038","A138","EMP1032","C1490","4/29/2018","4","392"
"AX10401","ENX2019","A156","EMP1011","C1618","11/26/2018","1","800"
"AX10403","ENX2041","A124","EMP1042","C1717","3/29/2018","4","1380"
"AX10408","ENX2069","A166","EMP1025","C1742","9/13/2018","1","378"
"AX10413","ENX2000","A109","EMP1017","C1345","10/31/2018","1","2241"
"AX10414","ENX2043","A170","EMP1039","C1096","2/1/2018","1","545"
"AX10417","ENX2090","A151","EMP1024","C1132","10/26/2018","1","1338"
"AX10419","ENX2017","A101","EMP1040","C1196","10/24/2018","1","35"
"AX10420","ENX2010","A112","EMP1002","C1599","3/15/2018","1","1812"
"AX10421","ENX2001","A112","EMP1033","C1041","2/7/2018","1","951"
"AX10423","ENX2038","A130","EMP1037","C1446","8/16/2018","4","392"
"AX10425","ENX2098","A120","EMP1002","C1682","1/28/2018","1","1178"
"AX10426","ENX2088","A147","EMP1032","C1103","8/16/2018","1","603"
"AX10429","ENX2014","A162","EMP1010","C1368","6/18/2018","4","1809"
"AX10430","ENX2026","A136","EMP1034","C1055","12/11/2018","1","947"
"AX10431","ENX2002","A113","EMP1007","C1660","3/12/2018","1","847"
"AX10434","ENX2079","A166","EMP1034","C1465","4/19/2018","2","1725"
"AX10438","ENX2081","A123","EMP1012","C1330","8/10/2018","2","1566"
"AX10440","ENX2020","A116","EMP1008","C1265","4/1/2018","1","2005"
"AX10443","ENX2057","A133","EMP1021","C1571","4/25/2018","1","181"
"AX10444","ENX2034","A117","EMP1012","C1254","2/4/2018","3","871"
"AX10445","ENX2053","A165","EMP1033","C1743","1/2/2018","4","596"
"AX10447","ENX2057","A127","EMP1027","C1359","12/16/2018","1","181"
"AX10454","ENX2084","A124","EMP1020","C1631","9/25/2018","1","1783"
"AX10462","ENX2034","A113","EMP1003","C1188","6/6/2018","1","871"
"AX10464","ENX2011","A125","EMP1025","C1330","6/17/2018","1","530"
"AX10465","ENX2011","A100","EMP1025","C1076","6/18/2018","1","530"
"AX10466","ENX2029","A154","EMP1022","C1126","11/9/2018","2","1848"
"AX10467","ENX2040","A162","EMP1001","C1653","5/31/2018","2","1889"
"AX10469","ENX2031","A120","EMP1037","C1736","9/15/2018","3","1638"
"AX10474","ENX2040","A160","EMP1043","C1031","5/18/2018","1","1889"
"AX10475","ENX2084","A154","EMP1007","C1219","5/22/2018","1","1783"
"AX10479","ENX2041","A130","EMP1005","C1214","3/28/2018","1","1380"
"AX10480","ENX2095","A125","EMP1040","C1213","3/24/2018","4","1743"
"AX10482","ENX2052","A152","EMP1025","C1065","1/26/2018","2","1526"
"AX10485","ENX2075","A159","EMP1018","C1586","10/16/2018","3","400"
"AX10486","ENX2046","A111","EMP1016","C1196","10/28/2018","1","2410"
"AX10487","ENX2091","A143","EMP1015","C1654","5/2/2018","3","368"
"AX10488","ENX2028","A170","EMP1017","C1169","6/3/2018","1","2283"
"AX10490","ENX2089","A169","EMP1025","C1595","12/29/2018","1","2294"
"AX10496","ENX2076","A144","EMP1026","C1514","9/13/2018","4","1522"
"AX10498","ENX2061","A166","EMP1043","C1647","6/29/2018","1","913"
"AX10499","ENX2027","A142","EMP1013","C1793","11/1/2018","3","2497"
"AX10503","ENX2009","A105","EMP1000","C1327","5/5/2018","1","584"
"AX10511","ENX2095","A128","EMP1036","C1315","2/25/2018","1","1743"
"AX10514","ENX2053","A120","EMP1020","C1750","11/27/2018","1","596"
"AX10515","ENX2062","A143","EMP1019","C1712","7/6/2018","4","2464"
"AX10517","ENX2018","A115","EMP1044","C1759","10/15/2018","3","1972"
"AX10520","ENX2015","A166","EMP1033","C1170","8/13/2018","1","637"
"AX10522","ENX2055","A148","EMP1011","C1569","5/7/2018","1","2495"
"AX10524","ENX2078","A117","EMP1014","C1676","12/18/2018","1","1798"
"AX10529","ENX2060","A162","EMP1040","C1524","5/16/2018","3","1467"
"AX10530","ENX2052","A132","EMP1043","C1251","4/21/2018","4","1526"
"AX10532","ENX2033","A156","EMP1012","C1100","3/21/2018","1","2182"
"AX10535","ENX2058","A128","EMP1009","C1268","10/10/2018","1","2257"
"AX10537","ENX2073","A124","EMP1022","C1408","11/23/2018","1","95"
"AX10538","ENX2016","A130","EMP1013","C1537","2/11/2018","3","1351"
"AX10541","ENX2076","A145","EMP1004","C1651","11/26/2018","2","1522"
"AX10542","ENX2096","A107","EMP1000","C1011","8/15/2018","4","1587"
"AX10547","ENX2080","A113","EMP1004","C1472","11/21/2018","4","2353"
"AX10550","ENX2060","A100","EMP1005","C1175","10/4/2018","1","1467"
"AX10552","ENX2095","A121","EMP1002","C1466","4/30/2018","1","1743"
"AX10553","ENX2065","A155","EMP1036","C1695","7/16/2018","1","2396"
"AX10554","ENX2001","A165","EMP1008","C1396","10/28/2018","2","951"
"AX10557","ENX2000","A108","EMP1012","C1023","2/25/2018","1","2241"
"AX10559","ENX2007","A111","EMP1037","C1575","10/17/2018","3","1405"
"AX10564","ENX2005","A143","EMP1035","C1507","6/6/2018","1","684"
"AX10566","ENX2031","A110","EMP1029","C1253","7/18/2018","4","1638"
"AX10574","ENX2057","A124","EMP1010","C1648","1/27/2018","1","181"
"AX10576","ENX2058","A141","EMP1039","C1310","1/21/2018","3","2257"
"AX10578","ENX2081","A159","EMP1010","C1131","11/1/2018","1","1566"
"AX10580","ENX2080","A115","EMP1029","C1660","12/26/2018","4","2353"
"AX10581","ENX2072","A115","EMP1005","C1530","1/8/2018","3","1887"
"AX10586","ENX2007","A125","EMP1005","C1701","8/28/2018","2","1405"
"AX10591","ENX2018","A131","EMP1003","C1235","12/15/2018","1","1972"
"AX10599","ENX2076","A115","EMP1034","C1370","2/13/2018","3","1522"
"AX10600","ENX2031","A171","EMP1024","C1066","5/21/2018","4","1638"
"AX10601","ENX2083","A169","EMP1018","C1275","6/29/2018","3","2141"
"AX10602","ENX2072","A173","EMP1005","C1102","11/25/2018","2","1887"
"AX10604","ENX2022","A162","EMP1038","C1653","3/3/2018","1","561"
"AX10606","ENX2055","A159","EMP1043","C1077","10/29/2018","1","2495"
"AX10609","ENX2058","A119","EMP1014","C1434","8/27/2018","1","2257"
"AX10613","ENX2064","A125","EMP1022","C1778","3/23/2018","1","1414"
"AX10616","ENX2042","A108","EMP1032","C1442","1/18/2018","3","203"
"AX10622","ENX2048","A123","EMP1043","C1235","11/29/2018","4","502"
"AX10625","ENX2003","A159","EMP1035","C1435","6/29/2018","2","1783"
"AX10628","ENX2034","A127","EMP1023","C1357","9/2/2018","1","871"
"AX10629","ENX2011","A129","EMP1017","C1034","1/25/2018","1","530"
"AX10637","ENX2051","A170","EMP1021","C1653","1/5/2018","2","1077"
"AX10638","ENX2017","A147","EMP1022","C1125","12/15/2018","3","35"
"AX10639","ENX2028","A138","EMP1028","C1072","3/18/2018","1","2283"
"AX10642","ENX2028","A143","EMP1040","C1499","11/22/2018","3","2283"
"AX10645","ENX2086","A155","EMP1013","C1101","6/12/2018","1","123"
"AX10647","ENX2080","A133","EMP1041","C1353","3/4/2018","2","2353"
"AX10658","ENX2076","A172","EMP1033","C1405","4/15/2018","3","1522"
"AX10660","ENX2097","A156","EMP1036","C1651","10/1/2018","1","1052"
"AX10666","ENX2032","A158","EMP1029","C1528","11/8/2018","3","1967"
"AX10678","ENX2041","A130","EMP1010","C1227","4/4/2018","3","1380"
"AX10679","ENX2035","A169","EMP1015","C1719","5/7/2018","2","458"
"AX10680","ENX2098","A172","EMP1028","C1296","11/13/2018","3","1178"
"AX10682","ENX2058","A139","EMP1036","C1330","11/10/2018","1","2257"
"AX10686","ENX2013","A106","EMP1013","C1274","6/1/2018","1","368"
"AX10687","ENX2066","A113","EMP1035","C1617","8/6/2018","2","2091"
"AX10697","ENX2070","A141","EMP1044","C1050","3/11/2018","4","1671"
"AX10698","ENX2021","A157","EMP1030","C1626","12/11/2018","1","217"
"AX10704","ENX2076","A123","EMP1022","C1227","4/5/2018","1","1522"
"AX10708","ENX2087","A138","EMP1017","C1297","1/7/2018","1","1022"
"AX10709","ENX2083","A144","EMP1033","C1473","4/28/2018","3","2141"
"AX10713","ENX2025","A142","EMP1036","C1666","8/8/2018","1","667"
"AX10714","ENX2081","A131","EMP1026","C1795","5/19/2018","4","1566"
"AX10717","ENX2063","A104","EMP1003","C1626","8/23/2018","3","1708"
"AX10718","ENX2008","A118","EMP1038","C1352","9/28/2018","4","315"
"AX10721","ENX2005","A156","EMP1021","C1195","9/17/2018","3","684"
"AX10728","ENX2033","A135","EMP1017","C1027","3/9/2018","1","2182"
"AX10732","ENX2062","A169","EMP1025","C1619","1/22/2018","2","2464"
"AX10734","ENX2069","A101","EMP1037","C1629","3/31/2018","1","378"
"AX10735","ENX2059","A148","EMP1005","C1793","3/14/2018","3","1494"
"AX10736","ENX2060","A171","EMP1003","C1641","12/23/2018","3","1467"
"AX10738","ENX2004","A170","EMP1039","C1434","3/6/2018","3","1278"
"AX10740","ENX2024","A105","EMP1019","C1135","8/28/2018","2","356"
"AX10742","ENX2058","A143","EMP1003","C1700","11/28/2018","1","2257"
"AX10746","ENX2053","A102","EMP1013","C1061","4/10/2018","3","596"
"AX10749","ENX2025","A123","EMP1025","C1000","4/4/2018","1","667"
"AX10751","ENX2065","A130","EMP1017","C1487","10/9/2018","1","2396"
"AX10752","ENX2099","A137","EMP1023","C1419","10/4/2018","1","1367"
"AX10753","ENX2031","A154","EMP1015","C1709","5/23/2018","3","1638"
"AX10754","ENX2024","A133","EMP1003","C1326","2/26/2018","1","356"
"AX10755","ENX2088","A123","EMP1023","C1169","7/28/2018","2","603"
"AX10756","ENX2013","A105","EMP1033","C1106","2/13/2018","2","368"
"AX10758","ENX2061","A142","EMP1019","C1144","4/10/2018","1","913"
"AX10761","ENX2085","A142","EMP1024","C1475","11/9/2018","1","1862"
"AX10762","ENX2009","A148","EMP1001","C1517","9/2/2018","3","584"
"AX10763","ENX2039","A159","EMP1020","C1728","6/19/2018","3","817"
"AX10764","ENX2083","A130","EMP1003","C1235","7/26/2018","4","2141"
"AX10767","ENX2040","A151","EMP1043","C1157","3/26/2018","3","1889"
"AX10770","ENX2084","A114","EMP1040","C1188","1/6/2018","4","1783"
"AX10772","ENX2073","A105","EMP1038","C1716","4/4/2018","1","95"
"AX10774","ENX2021","A118","EMP1002","C1635","12/14/2018","2","217"
"AX10776","ENX2097","A170","EMP1002","C1088","1/21/2018","1","1052"
"AX10781","ENX2015","A113","EMP1043","C1232","11/8/2018","1","637"
"AX10782","ENX2064","A117","EMP1006","C1149","1/30/2018","4","1414"
"AX10784","ENX2086","A119","EMP1031","C1187","9/20/2018","1","123"
"AX10785","ENX2037","A118","EMP1017","C1195","4/8/2018","1","880"
"AX10787","ENX2051","A149","EMP1029","C1147","11/30/2018","3","1077"
"AX10790","ENX2045","A156","EMP1031","C1301","1/20/2018","2","556"
"AX10793","ENX2001","A153","EMP1032","C1555","8/7/2018","1","951"
"AX10795","ENX2062","A116","EMP1018","C1150","7/2/2018","3","2464"
"AX10796","ENX2053","A126","EMP1040","C1714","11/16/2018","4","596"
"AX10797","ENX2002","A140","EMP1024","C1170","6/12/2018","2","847"
"AX10804","ENX2035","A146","EMP1033","C1462","10/31/2018","3","458"
"AX10805","ENX2023","A110","EMP1008","C1221","10/29/2018","1","818"
"AX10806","ENX2059","A104","EMP1019","C1670","1/26/2018","4","1494"
"AX10809","ENX2058","A162","EMP1004","C1279","8/1/2018","3","2257"
"AX10813","ENX2025","A136","EMP1006","C1445","7/5/2018","1","667"
"AX10818","ENX2049","A156","EMP1007","C1183","10/17/2018","1","826"
"AX10822","ENX2017","A140","EMP1024","C1270","6/7/2018","1","35"
"AX10828","ENX2078","A125","EMP1002","C1476","12/23/2018","2","1798"
"AX10838","ENX2100","A155","EMP1023","C1229","2/21/2018","1","799"
"AX10840","ENX2027","A132","EMP1008","C1115","9/3/2018","1","2497"
"AX10841","ENX2042","A153","EMP1044","C1198","9/10/2018","3","203"
"AX10846","ENX2095","A120","EMP1039","C1169","9/25/2018","2","1743"
"AX10848","ENX2017","A106","EMP1011","C1250","7/1/2018","1","35"
"AX10849","ENX2051","A172","EMP1024","C1584","12/27/2018","2","1077"
"AX10851","ENX2051","A120","EMP1017","C1450","11/8/2018","1","1077"
"AX10853","ENX2026","A122","EMP1043","C1056","3/5/2018","3","947"
"AX10854","ENX2006","A163","EMP1008","C1276","8/31/2018","1","1826"
"AX10858","ENX2089","A158","EMP1009","C1166","4/11/2018","3","2294"
"AX10860","ENX2060","A122","EMP1026","C1349","11/14/2018","1","1467"
"AX10861","ENX2038","A105","EMP1035","C1590","9/25/2018","1","392"
"AX10863","ENX2011","A133","EMP1030","C1574","5/25/2018","3","530"
"AX10864","ENX2014","A144","EMP1000","C1778","2/5/2018","1","1809"
"AX10870","ENX2069","A146","EMP1026","C1338","8/14/2018","1","378"
"AX10875","ENX2052","A144","EMP1024","C1414","2/9/2018","1","1526"
"AX10876","ENX2006","A114","EMP1009","C1661","9/3/2018","1","1826"
"AX10885","ENX2015","A150","EMP1022","C1653","4/24/2018","1","637"
"AX10890","ENX2012","A119","EMP1003","C1579","2/1/2018","1","1353"
"AX10892","ENX2000","A140","EMP1022","C1358","8/20/2018","1","2241"
"AX10895","ENX2030","A137","EMP1037","C1571","7/20/2018","1","1899"
"AX10897","ENX2096","A120","EMP1003","C1719","7/31/2018","2","1587"
"AX10898","ENX2019","A130","EMP1020","C1619","11/3/2018","1","800"
"AX10900","ENX2036","A171","EMP1012","C1552","12/7/2018","1","1582"
"AX10901","ENX2032","A138","EMP1012","C1395","3/19/2018","4","1967"
"AX10903","ENX2058","A143","EMP1016","C1224","2/24/2018","1","2257"
"AX10909","ENX2072","A148","EMP1023","C1221","9/19/2018","1","1887"
"AX10911","ENX2095","A111","EMP1029","C1238","10/23/2018","3","1743"
"AX10912","ENX2047","A114","EMP1044","C1117","4/27/2018","1","290"
"AX10914","ENX2040","A127","EMP1032","C1336","11/6/2018","3","1889"
"AX10917","ENX2055","A145","EMP1029","C1087","10/11/2018","2","2495"
"AX10918","ENX2046","A151","EMP1007","C1498","5/20/2018","1","2410"
"AX10922","ENX2015","A131","EMP1008","C1432","8/2/2018","1","637"
"AX10926","ENX2096","A115","EMP1016","C1700","5/16/2018","1","1587"
"AX10929","ENX2089","A103","EMP1038","C1101","7/10/2018","1","2294"
"AX10933","ENX2006","A160","EMP1026","C1020","6/23/2018","1","1826"
"AX10937","ENX2083","A164","EMP1029","C1651","8/3/2018","1","2141"
"AX10940","ENX2066","A161","EMP1041","C1004","10/10/2018","4","2091"
"AX10941","ENX2063","A130","EMP1042","C1410","4/30/2018","4","1708"
"AX10942","ENX2098","A134","EMP1036","C1054","4/6/2018","2","1178"
"AX10944","ENX2005","A118","EMP1027","C1039","11/13/2018","4","684"
"AX10946","ENX2016","A140","EMP1025","C1104","4/5/2018","1","1351"
"AX10949","ENX2036","A139","EMP1014","C1685","2/27/2018","2","1582"
"AX10952","ENX2055","A106","EMP1029","C1425","2/28/2018","1","2495"
"AX10954","ENX2077","A119","EMP1012","C1350","3/30/2018","1","530"
"AX10958","ENX2044","A120","EMP1022","C1104","3/6/2018","1","886"
"AX10959","ENX2004","A171","EMP1044","C1701","7/11/2018","4","1278"
"AX10964","ENX2063","A127","EMP1032","C1369","12/18/2018","4","1708"
"AX10965","ENX2018","A124","EMP1016","C1370","5/24/2018","1","1972"
"AX10972","ENX2071","A145","EMP1009","C1761","4/19/2018","2","136"
"AX10974","ENX2079","A117","EMP1027","C1077","9/3/2018","4","1725"
"AX10975","ENX2087","A150","EMP1043","C1394","3/26/2018","1","1022"
"AX10976","ENX2099","A143","EMP1005","C1789","9/10/2018","3","1367"
"AX10977","ENX2027","A144","EMP1030","C1125","4/30/2018","4","2497"
"AX10978","ENX2046","A105","EMP1038","C1506","1/18/2018","3","2410"
"AX10979","ENX2092","A103","EMP1001","C1339","12/11/2018","2","1639"
"AX10980","ENX2093","A111","EMP1033","C1664","4/10/2018","3","112"
"AX10982","ENX2089","A129","EMP1037","C1368","9/4/2018","2","2294"
"AX10983","ENX2057","A143","EMP1021","C1374","12/31/2018","4","181"
"AX10993","ENX2078","A112","EMP1022","C1670","5/19/2018","3","1798"
"AX10996","ENX2074","A123","EMP1039","C1440","5/14/2018","1","504"
"AX10999","ENX2031","A117","EMP1015","C1568","6/17/2018","1","1638"
"AX11001","ENX2090","A109","EMP1024","C1783","9/20/2018","3","1338"
"AX11002","ENX2087","A142","EMP1034","C1492","4/4/2018","4","1022"
"AX11004","ENX2097","A144","EMP1022","C1140","11/15/2018","1","1052"
"AX11014","ENX2081","A160","EMP1040","C1734","10/13/2018","2","1566"
"AX11015","ENX2077","A119","EMP1006","C1305","6/19/2018","2","530"
"AX11016","ENX2093","A150","EMP1039","C1625","2/15/2018","2","112"
"AX11019","ENX2023","A132","EMP1039","C1445","3/14/2018","3","818"
"AX11020","ENX2027","A161","EMP1034","C1646","3/31/2018","1","2497"
"AX11021","ENX2005","A116","EMP1015","C1320","12/30/2018","1","684"
"AX11022","ENX2091","A154","EMP1034","C1418","1/6/2018","1","368"
"AX11025","ENX2054","A116","EMP1008","C1105","4/30/2018","4","127"
"AX11028","ENX2020","A171","EMP1029","C1653","9/17/2018","1","2005"
"AX11032","ENX2086","A138","EMP1019","C1469","4/15/2018","4","123"
